,Unnamed: 0,monthyear,campfilename,nationality,proportion,cmy
1484,1484,72018,Serres_GRE_042,Afghan,0.0,Serres_GRE_042072018
1485,1485,72018,Serres_GRE_042,Stateless,0.0,Serres_GRE_042072018
1486,1486,72018,Serres_GRE_042,Somali,0.0,Serres_GRE_042072018
1487,1487,72018,Serres_GRE_042,Kuwaiti,0.0,Serres_GRE_042072018
1488,1488,72018,Serres_GRE_042,Moroccan,0.0,Serres_GRE_042072018
1489,1489,72018,Serres_GRE_042,Egyptian,0.0,Serres_GRE_042072018
1490,1490,72018,Serres_GRE_042,Algerian,0.0,Serres_GRE_042072018
1491,1491,72018,Skaramangas_GRE_014,Syrian,0.56,Skaramangas_GRE_014072018
1492,1492,72018,Skaramangas_GRE_014,Yemeni,0.0,Skaramangas_GRE_014072018
1493,1493,72018,Skaramangas_GRE_014,Iraqi,0.33,Skaramangas_GRE_014072018
1494,1494,72018,Skaramangas_GRE_014,Congolese,0.0,Skaramangas_GRE_014072018
1495,1495,72018,Skaramangas_GRE_014,Eritrean,0.0,Skaramangas_GRE_014072018
1496,1496,72018,Skaramangas_GRE_014,Iranian,0.01,Skaramangas_GRE_014072018
1497,1497,72018,Skaramangas_GRE_014,Pakistani,0.0,Skaramangas_GRE_014072018
1498,1498,72018,Skaramangas_GRE_014,Palestinian,0.0,Skaramangas_GRE_014072018
1499,1499,72018,Skaramangas_GRE_014,Afghan,0.09,Skaramangas_GRE_014072018
1500,1500,72018,Skaramangas_GRE_014,Stateless,0.0,Skaramangas_GRE_014072018
1501,1501,72018,Skaramangas_GRE_014,Somali,0.0,Skaramangas_GRE_014072018
1502,1502,72018,Skaramangas_GRE_014,Kuwaiti,0.0,Skaramangas_GRE_014072018
1503,1503,72018,Skaramangas_GRE_014,Moroccan,0.0,Skaramangas_GRE_014072018
1504,1504,72018,Skaramangas_GRE_014,Egyptian,0.0,Skaramangas_GRE_014072018
1505,1505,72018,Skaramangas_GRE_014,Algerian,0.0,Skaramangas_GRE_014072018
1506,1506,72018,Vathi-Samos_GRE_053,Syrian,0.33,Vathi-Samos_GRE_053072018
1507,1507,72018,Vathi-Samos_GRE_053,Iraqi,0.22,Vathi-Samos_GRE_053072018
1508,1508,72018,Vathi-Samos_GRE_053,Congolese,0.09,Vathi-Samos_GRE_053072018
1509,1509,72018,Veria_GRE_054,Syrian,0.68,Veria_GRE_054072018
1510,1510,72018,Veria_GRE_054,Iraqi,0.24,Veria_GRE_054072018
1511,1511,72018,Veria_GRE_054,Palestinian,0.03,Veria_GRE_054072018
1512,1512,72018,Veria_GRE_054,Stateless,0.03,Veria_GRE_054072018
1513,1513,72018,XXVial-Chios-NRC_GRE_066,Syrian,0.31,XXVial-Chios-NRC_GRE_066072018
1514,1514,72018,XXVial-Chios-NRC_GRE_066,Iraqi,0.3,XXVial-Chios-NRC_GRE_066072018
1515,1515,72018,XXVial-Chios-NRC_GRE_066,Palestinian,0.07,XXVial-Chios-NRC_GRE_066072018
1516,1516,72018,XXVial-Chios-NRC_GRE_066,Afghan,0.1,XXVial-Chios-NRC_GRE_066072018
1517,1517,72018,Volos_GRE_055,Syrian,0.56,Volos_GRE_055072018
1518,1518,72018,Volos_GRE_055,Iraqi,0.37,Volos_GRE_055072018
1519,1519,72018,Volos_GRE_055,Stateless,0.05,Volos_GRE_055072018
1520,1520,42018,XXVial-Chios-NRC_GRE_066,Syrian,0.27,XXVial-Chios-NRC_GRE_066042018
1521,1521,42018,XXVial-Chios-NRC_GRE_066,Iraqi,0.3,XXVial-Chios-NRC_GRE_066042018
1522,1522,42018,XXVial-Chios-NRC_GRE_066,Palestinian,0.03,XXVial-Chios-NRC_GRE_066042018
1523,1523,42018,XXVial-Chios-NRC_GRE_066,Afghan,0.13,XXVial-Chios-NRC_GRE_066042018
1524,1524,42018,Alexandria-Ref_GRE_003,Syrian,0.41,Alexandria-Ref_GRE_003042018
1525,1525,42018,Alexandria-Ref_GRE_003,Iraqi,0.25,Alexandria-Ref_GRE_003042018
1526,1526,42018,Alexandria-Ref_GRE_003,Pakistani,0.04,Alexandria-Ref_GRE_003042018
1527,1527,42018,Alexandria-Ref_GRE_003,Palestinian,0.02,Alexandria-Ref_GRE_003042018
1528,1528,42018,Andravida_GRE_004,Syrian,0.94,Andravida_GRE_004042018
1529,1529,42018,Andravida_GRE_004,Yemeni,0.0,Andravida_GRE_004042018
1530,1530,42018,Andravida_GRE_004,Iraqi,0.06,Andravida_GRE_004042018
1531,1531,42018,Andravida_GRE_004,Congolese,0.0,Andravida_GRE_004042018
1532,1532,42018,Andravida_GRE_004,Eritrean,0.0,Andravida_GRE_004042018
1533,1533,42018,Andravida_GRE_004,Iranian,0.0,Andravida_GRE_004042018
1534,1534,42018,Andravida_GRE_004,Pakistani,0.0,Andravida_GRE_004042018
1535,1535,42018,Andravida_GRE_004,Palestinian,0.0,Andravida_GRE_004042018
1536,1536,42018,Andravida_GRE_004,Afghan,0.0,Andravida_GRE_004042018
1537,1537,42018,Andravida_GRE_004,Stateless,0.0,Andravida_GRE_004042018
1538,1538,42018,Andravida_GRE_004,Somali,0.0,Andravida_GRE_004042018
1539,1539,42018,Andravida_GRE_004,Kuwaiti,0.0,Andravida_GRE_004042018
1540,1540,42018,Andravida_GRE_004,Moroccan,0.0,Andravida_GRE_004042018
1541,1541,42018,Andravida_GRE_004,Egyptian,0.0,Andravida_GRE_004042018
1542,1542,42018,Andravida_GRE_004,Algerian,0.0,Andravida_GRE_004042018
1543,1543,42018,Diavata_GRE_008,Syrian,0.39,Diavata_GRE_008042018
1544,1544,42018,Diavata_GRE_008,Yemeni,0.0,Diavata_GRE_008042018
1545,1545,42018,Diavata_GRE_008,Iraqi,0.26,Diavata_GRE_008042018
1546,1546,42018,Diavata_GRE_008,Congolese,0.0,Diavata_GRE_008042018
1547,1547,42018,Diavata_GRE_008,Eritrean,0.0,Diavata_GRE_008042018
1548,1548,42018,Diavata_GRE_008,Iranian,0.05,Diavata_GRE_008042018
1549,1549,42018,Diavata_GRE_008,Pakistani,0.04,Diavata_GRE_008042018
1550,1550,42018,Diavata_GRE_008,Palestinian,0.0,Diavata_GRE_008042018
1551,1551,42018,Diavata_GRE_008,Afghan,0.27,Diavata_GRE_008042018
1552,1552,42018,Diavata_GRE_008,Stateless,0.0,Diavata_GRE_008042018
1553,1553,42018,Diavata_GRE_008,Somali,0.0,Diavata_GRE_008042018
1554,1554,42018,Diavata_GRE_008,Kuwaiti,0.0,Diavata_GRE_008042018
1555,1555,42018,Diavata_GRE_008,Moroccan,0.0,Diavata_GRE_008042018
1556,1556,42018,Diavata_GRE_008,Egyptian,0.0,Diavata_GRE_008042018
1557,1557,42018,Diavata_GRE_008,Algerian,0.0,Diavata_GRE_008042018
1558,1558,42018,XXDoliana_GRE_007,Syrian,0.7,XXDoliana_GRE_007042018
1559,1559,42018,XXDoliana_GRE_007,Yemeni,0.05,XXDoliana_GRE_007042018
1560,1560,42018,XXDoliana_GRE_007,Iraqi,0.16,XXDoliana_GRE_007042018
1561,1561,42018,XXDoliana_GRE_007,Congolese,0.0,XXDoliana_GRE_007042018
1562,1562,42018,XXDoliana_GRE_007,Eritrean,0.0,XXDoliana_GRE_007042018
1563,1563,42018,XXDoliana_GRE_007,Iranian,0.0,XXDoliana_GRE_007042018
1564,1564,42018,XXDoliana_GRE_007,Pakistani,0.0,XXDoliana_GRE_007042018
1565,1565,42018,XXDoliana_GRE_007,Palestinian,0.01,XXDoliana_GRE_007042018
1566,1566,42018,XXDoliana_GRE_007,Afghan,0.0,XXDoliana_GRE_007042018
1567,1567,42018,XXDoliana_GRE_007,Stateless,0.08,XXDoliana_GRE_007042018
1568,1568,42018,XXDoliana_GRE_007,Somali,0.0,XXDoliana_GRE_007042018
1569,1569,42018,XXDoliana_GRE_007,Kuwaiti,0.0,XXDoliana_GRE_007042018
1570,1570,42018,XXDoliana_GRE_007,Moroccan,0.0,XXDoliana_GRE_007042018
1571,1571,42018,XXDoliana_GRE_007,Egyptian,0.0,XXDoliana_GRE_007042018
1572,1572,42018,XXDoliana_GRE_007,Algerian,0.0,XXDoliana_GRE_007042018
1573,1573,42018,Drama_GRE_011,Syrian,0.47,Drama_GRE_011042018
1574,1574,42018,Drama_GRE_011,Yemeni,0.0,Drama_GRE_011042018
1575,1575,42018,Drama_GRE_011,Iraqi,0.43,Drama_GRE_011042018
1576,1576,42018,Drama_GRE_011,Congolese,0.0,Drama_GRE_011042018
1577,1577,42018,Drama_GRE_011,Eritrean,0.0,Drama_GRE_011042018
1578,1578,42018,Drama_GRE_011,Iranian,0.0,Drama_GRE_011042018
1579,1579,42018,Drama_GRE_011,Pakistani,0.0,Drama_GRE_011042018
1580,1580,42018,Drama_GRE_011,Palestinian,0.0,Drama_GRE_011042018
1581,1581,42018,Drama_GRE_011,Afghan,0.04,Drama_GRE_011042018
1582,1582,42018,Drama_GRE_011,Stateless,0.06,Drama_GRE_011042018
1583,1583,42018,Drama_GRE_011,Somali,0.0,Drama_GRE_011042018
1584,1584,42018,Drama_GRE_011,Kuwaiti,0.0,Drama_GRE_011042018
1585,1585,42018,Drama_GRE_011,Moroccan,0.0,Drama_GRE_011042018
1586,1586,42018,Drama_GRE_011,Egyptian,0.0,Drama_GRE_011042018
1587,1587,42018,Drama_GRE_011,Algerian,0.0,Drama_GRE_011042018
1588,1588,42018,Eleonas_GRE_013,Syrian,0.27,Eleonas_GRE_013 042018
1589,1589,42018,Eleonas_GRE_013,Iranian,0.08,Eleonas_GRE_013 042018
1590,1590,42018,Eleonas_GRE_013,Pakistani,0.06,Eleonas_GRE_013 042018
1591,1591,42018,Eleonas_GRE_013,Afghan,0.4,Eleonas_GRE_013 042018
1592,1592,42018,XXFilipiada_GRE_019,Syrian,0.38,XXFilipiada_GRE_019042018
1593,1593,42018,XXFilipiada_GRE_019,Yemeni,0.0,XXFilipiada_GRE_019042018
1594,1594,42018,XXFilipiada_GRE_019,Iraqi,0.26,XXFilipiada_GRE_019042018
1595,1595,42018,XXFilipiada_GRE_019,Congolese,0.0,XXFilipiada_GRE_019042018
1596,1596,42018,XXFilipiada_GRE_019,Eritrean,0.0,XXFilipiada_GRE_019042018
1597,1597,42018,XXFilipiada_GRE_019,Iranian,0.04,XXFilipiada_GRE_019042018
1598,1598,42018,XXFilipiada_GRE_019,Pakistani,0.05,XXFilipiada_GRE_019042018
1599,1599,42018,XXFilipiada_GRE_019,Palestinian,0.0,XXFilipiada_GRE_019042018
1600,1600,42018,XXFilipiada_GRE_019,Afghan,0.27,XXFilipiada_GRE_019042018
1601,1601,42018,XXFilipiada_GRE_019,Stateless,0.0,XXFilipiada_GRE_019042018
1602,1602,42018,XXFilipiada_GRE_019,Somali,0.0,XXFilipiada_GRE_019042018
1603,1603,42018,XXFilipiada_GRE_019,Kuwaiti,0.0,XXFilipiada_GRE_019042018
1604,1604,42018,XXFilipiada_GRE_019,Moroccan,0.0,XXFilipiada_GRE_019042018
1605,1605,42018,XXFilipiada_GRE_019,Egyptian,0.0,XXFilipiada_GRE_019042018
1606,1606,42018,XXFilipiada_GRE_019,Algerian,0.0,XXFilipiada_GRE_019042018
1607,1607,42018,Kato-Milia_GRE_061,Syrian,0.58,Kato-Milia_GRE_061042018
1608,1608,42018,Kato-Milia_GRE_061,Iraqi,0.17,Kato-Milia_GRE_061042018
1609,1609,42018,Kato-Milia_GRE_061,Palestinian,0.05,Kato-Milia_GRE_061042018
1610,1610,42018,Kato-Milia_GRE_061,Afghan,0.11,Kato-Milia_GRE_061042018
1611,1611,42018,Kavala_GRE_024,Syrian,0.43,Kavala_GRE_024042018
1612,1612,42018,Kavala_GRE_024,Yemeni,0.0,Kavala_GRE_024042018
1613,1613,42018,Kavala_GRE_024,Iraqi,0.28,Kavala_GRE_024042018
1614,1614,42018,Kavala_GRE_024,Congolese,0.0,Kavala_GRE_024042018
1615,1615,42018,Kavala_GRE_024,Eritrean,0.0,Kavala_GRE_024042018
1616,1616,42018,Kavala_GRE_024,Iranian,0.0,Kavala_GRE_024042018
1617,1617,42018,Kavala_GRE_024,Pakistani,0.05,Kavala_GRE_024042018
1618,1618,42018,Kavala_GRE_024,Palestinian,0.0,Kavala_GRE_024042018
1619,1619,42018,Kavala_GRE_024,Afghan,0.19,Kavala_GRE_024042018
1620,1620,42018,Kavala_GRE_024,Stateless,0.05,Kavala_GRE_024042018
1621,1621,42018,Kavala_GRE_024,Somali,0.0,Kavala_GRE_024042018
1622,1622,42018,Kavala_GRE_024,Kuwaiti,0.0,Kavala_GRE_024042018
1623,1623,42018,Kavala_GRE_024,Moroccan,0.0,Kavala_GRE_024042018
1624,1624,42018,Kavala_GRE_024,Egyptian,0.0,Kavala_GRE_024042018
1625,1625,42018,Kavala_GRE_024,Algerian,0.0,Kavala_GRE_024042018
1626,1626,42018,Kos_GRE_027,Syrian,0.17,Kos_GRE_027042018
1627,1627,42018,Kos_GRE_027,Iraqi,0.58,Kos_GRE_027042018
1628,1628,42018,Kos_GRE_027,Afghan,0.05,Kos_GRE_027042018
1629,1629,42018,Kos_GRE_027,Stateless,0.06,Kos_GRE_027042018
1630,1630,42018,XXKonitsa_GRE_026,Syrian,1.0,XXKonitsa_GRE_026042018
1631,1631,42018,XXKonitsa_GRE_026,Yemeni,0.0,XXKonitsa_GRE_026042018
1632,1632,42018,XXKonitsa_GRE_026,Iraqi,0.0,XXKonitsa_GRE_026042018
1633,1633,42018,XXKonitsa_GRE_026,Congolese,0.0,XXKonitsa_GRE_026042018
1634,1634,42018,XXKonitsa_GRE_026,Eritrean,0.0,XXKonitsa_GRE_026042018
1635,1635,42018,XXKonitsa_GRE_026,Iranian,0.0,XXKonitsa_GRE_026042018
1636,1636,42018,XXKonitsa_GRE_026,Pakistani,0.0,XXKonitsa_GRE_026042018
1637,1637,42018,XXKonitsa_GRE_026,Palestinian,0.0,XXKonitsa_GRE_026042018
1638,1638,42018,XXKonitsa_GRE_026,Afghan,0.0,XXKonitsa_GRE_026042018
1639,1639,42018,XXKonitsa_GRE_026,Stateless,0.0,XXKonitsa_GRE_026042018
1640,1640,42018,XXKonitsa_GRE_026,Somali,0.0,XXKonitsa_GRE_026042018
1641,1641,42018,XXKonitsa_GRE_026,Kuwaiti,0.0,XXKonitsa_GRE_026042018
1642,1642,42018,XXKonitsa_GRE_026,Moroccan,0.0,XXKonitsa_GRE_026042018
1643,1643,42018,XXKonitsa_GRE_026,Egyptian,0.0,XXKonitsa_GRE_026042018
1644,1644,42018,XXKonitsa_GRE_026,Algerian,0.0,XXKonitsa_GRE_026042018
1645,1645,42018,Koutsochero_GRE_028,Syrian,0.5,Koutsochero_GRE_028 042018
1646,1646,42018,Koutsochero_GRE_028,Iraqi,0.23,Koutsochero_GRE_028 042018
1647,1647,42018,Koutsochero_GRE_028,Congolese,0.07,Koutsochero_GRE_028 042018
1648,1648,42018,Koutsochero_GRE_028,Afghan,0.06,Koutsochero_GRE_028 042018
1649,1649,42018,Lagkadikia_GRE_029,Syrian,0.58,Lagkadikia_GRE_029 042018
1650,1650,42018,Lagkadikia_GRE_029,Iraqi,0.32,Lagkadikia_GRE_029 042018
1651,1651,42018,Lagkadikia_GRE_029,Iranian,0.02,Lagkadikia_GRE_029 042018
1652,1652,42018,Lagkadikia_GRE_029,Pakistani,0.04,Lagkadikia_GRE_029 042018
1653,1653,42018,Lavrio-New_GRE_030,Syrian,0.44,Lavrio-New_GRE_030 042018
1654,1654,42018,Lavrio-New_GRE_030,Iraqi,0.13,Lavrio-New_GRE_030 042018
1655,1655,42018,Lavrio-New_GRE_030,Congolese,0.06,Lavrio-New_GRE_030 042018
1656,1656,42018,Lavrio-New_GRE_030,Afghan,0.13,Lavrio-New_GRE_030 042018
1657,1657,42018,Leros-Lepida_GRE_032,Syrian,0.4,Leros-Lepida_GRE_032042018
1658,1658,42018,Leros-Lepida_GRE_032,Iraqi,0.28,Leros-Lepida_GRE_032042018
1659,1659,42018,Leros-Lepida_GRE_032,Afghan,0.12,Leros-Lepida_GRE_032042018
1660,1660,42018,Leros-Lepida_GRE_032,Kuwaiti,0.02,Leros-Lepida_GRE_032042018
1661,1661,42018,XXMalakasa-MC_GRE_012,Syrian,0.05,XXMalakasa-MC_GRE_012042018
1662,1662,42018,XXMalakasa-MC_GRE_012,Yemeni,0.0,XXMalakasa-MC_GRE_012042018
1663,1663,42018,XXMalakasa-MC_GRE_012,Iraqi,0.23,XXMalakasa-MC_GRE_012042018
1664,1664,42018,XXMalakasa-MC_GRE_012,Congolese,0.0,XXMalakasa-MC_GRE_012042018
1665,1665,42018,XXMalakasa-MC_GRE_012,Eritrean,0.0,XXMalakasa-MC_GRE_012042018
1666,1666,42018,XXMalakasa-MC_GRE_012,Iranian,0.08,XXMalakasa-MC_GRE_012042018
1667,1667,42018,XXMalakasa-MC_GRE_012,Pakistani,0.0,XXMalakasa-MC_GRE_012042018
1668,1668,42018,XXMalakasa-MC_GRE_012,Palestinian,0.0,XXMalakasa-MC_GRE_012042018
1669,1669,42018,XXMalakasa-MC_GRE_012,Afghan,0.64,XXMalakasa-MC_GRE_012042018
1670,1670,42018,XXMalakasa-MC_GRE_012,Stateless,0.0,XXMalakasa-MC_GRE_012042018
1671,1671,42018,XXMalakasa-MC_GRE_012,Somali,0.0,XXMalakasa-MC_GRE_012042018
1672,1672,42018,XXMalakasa-MC_GRE_012,Kuwaiti,0.0,XXMalakasa-MC_GRE_012042018
1673,1673,42018,XXMalakasa-MC_GRE_012,Moroccan,0.0,XXMalakasa-MC_GRE_012042018
1674,1674,42018,XXMalakasa-MC_GRE_012,Egyptian,0.0,XXMalakasa-MC_GRE_012042018
1675,1675,42018,XXMalakasa-MC_GRE_012,Algerian,0.0,XXMalakasa-MC_GRE_012042018
1676,1676,42018,Moria_GRE_001,Syrian,0.33,Moria_GRE_001042018
1677,1677,42018,Moria_GRE_001,Iraqi,0.16,Moria_GRE_001042018
1678,1678,42018,Moria_GRE_001,Congolese,0.06,Moria_GRE_001042018
1679,1679,42018,Moria_GRE_001,Afghan,0.19,Moria_GRE_001042018
1680,1680,42018,Nea-Kavala_GRE_034,Syrian,0.3,Nea-Kavala_GRE_034042018
1681,1681,42018,Nea-Kavala_GRE_034,Iraqi,0.19,Nea-Kavala_GRE_034042018
1682,1682,42018,Nea-Kavala_GRE_034,Congolese,0.07,Nea-Kavala_GRE_034042018
1683,1683,42018,Nea-Kavala_GRE_034,Eritrean,0.08,Nea-Kavala_GRE_034042018
1684,1684,42018,XXPikpa-Leros_GRE_038,Syrian,0.43,XXPikpa-Leros_GRE_038042018
1685,1685,42018,XXPikpa-Leros_GRE_038,Iraqi,0.54,XXPikpa-Leros_GRE_038042018
1686,1686,42018,XXPikpa-Leros_GRE_038,Pakistani,0.01,XXPikpa-Leros_GRE_038042018
1687,1687,42018,Ritsona_GRE_040,Syrian,0.7,Ritsona_GRE_040042018
1688,1688,42018,Ritsona_GRE_040,Iraqi,0.13,Ritsona_GRE_040042018
1689,1689,42018,Ritsona_GRE_040,Palestinian,0.02,Ritsona_GRE_040042018
1690,1690,42018,Ritsona_GRE_040,Somali,0.12,Ritsona_GRE_040042018
1691,1691,42018,Ritsona_GRE_040,Moroccan,0.01,Ritsona_GRE_040042018
1692,1692,42018,Serres_GRE_042,Syrian,0.01,Serres_GRE_042042018
1693,1693,42018,Serres_GRE_042,Yemeni,0.0,Serres_GRE_042042018
1694,1694,42018,Serres_GRE_042,Iraqi,0.99,Serres_GRE_042042018
1695,1695,42018,Serres_GRE_042,Congolese,0.0,Serres_GRE_042042018
1696,1696,42018,Serres_GRE_042,Eritrean,0.0,Serres_GRE_042042018
1697,1697,42018,Serres_GRE_042,Iranian,0.0,Serres_GRE_042042018
1698,1698,42018,Serres_GRE_042,Pakistani,0.0,Serres_GRE_042042018
1699,1699,42018,Serres_GRE_042,Palestinian,0.0,Serres_GRE_042042018
1700,1700,42018,Serres_GRE_042,Afghan,0.0,Serres_GRE_042042018
1701,1701,42018,Serres_GRE_042,Stateless,0.0,Serres_GRE_042042018
1702,1702,42018,Serres_GRE_042,Somali,0.0,Serres_GRE_042042018
1703,1703,42018,Serres_GRE_042,Kuwaiti,0.0,Serres_GRE_042042018
1704,1704,42018,Serres_GRE_042,Moroccan,0.0,Serres_GRE_042042018
1705,1705,42018,Serres_GRE_042,Egyptian,0.0,Serres_GRE_042042018
1706,1706,42018,Serres_GRE_042,Algerian,0.0,Serres_GRE_042042018
1707,1707,42018,Skaramangas_GRE_014,Syrian,0.56,Skaramangas_GRE_014042018
1708,1708,42018,Skaramangas_GRE_014,Yemeni,0.0,Skaramangas_GRE_014042018
1709,1709,42018,Skaramangas_GRE_014,Iraqi,0.33,Skaramangas_GRE_014042018
1710,1710,42018,Skaramangas_GRE_014,Congolese,0.0,Skaramangas_GRE_014042018
1711,1711,42018,Skaramangas_GRE_014,Eritrean,0.0,Skaramangas_GRE_014042018
1712,1712,42018,Skaramangas_GRE_014,Iranian,0.0,Skaramangas_GRE_014042018
1713,1713,42018,Skaramangas_GRE_014,Pakistani,0.0,Skaramangas_GRE_014042018
1714,1714,42018,Skaramangas_GRE_014,Palestinian,0.0,Skaramangas_GRE_014042018
1715,1715,42018,Skaramangas_GRE_014,Afghan,0.09,Skaramangas_GRE_014042018
1716,1716,42018,Skaramangas_GRE_014,Stateless,0.0,Skaramangas_GRE_014042018
1717,1717,42018,Skaramangas_GRE_014,Somali,0.0,Skaramangas_GRE_014042018
1718,1718,42018,Skaramangas_GRE_014,Kuwaiti,0.01,Skaramangas_GRE_014042018
1719,1719,42018,Skaramangas_GRE_014,Moroccan,0.0,Skaramangas_GRE_014042018
1720,1720,42018,Skaramangas_GRE_014,Egyptian,0.01,Skaramangas_GRE_014042018
1721,1721,42018,Skaramangas_GRE_014,Algerian,0.0,Skaramangas_GRE_014042018
1722,1722,42018,Vathi-Samos_GRE_053,Syrian,0.37,Vathi-Samos_GRE_053042018
1723,1723,42018,Vathi-Samos_GRE_053,Iraqi,0.28,Vathi-Samos_GRE_053042018
1724,1724,42018,Vathi-Samos_GRE_053,Congolese,0.05,Vathi-Samos_GRE_053042018
1725,1725,42018,Vathi-Samos_GRE_053,Afghan,0.09,Vathi-Samos_GRE_053042018
1726,1726,42018,Veria_GRE_054,Syrian,0.69,Veria_GRE_054042018
1727,1727,42018,Veria_GRE_054,Iraqi,0.21,Veria_GRE_054042018
1728,1728,42018,Veria_GRE_054,Palestinian,0.05,Veria_GRE_054042018
1729,1729,42018,Veria_GRE_054,Stateless,0.03,Veria_GRE_054042018
1730,1730,52018,Alexandria-Ref_GRE_003,Syrian,0.39,Alexandria-Ref_GRE_003052018
1731,1731,52018,Alexandria-Ref_GRE_003,Iraqi,0.28,Alexandria-Ref_GRE_003052018
1732,1732,52018,Alexandria-Ref_GRE_003,Pakistani,0.03,Alexandria-Ref_GRE_003052018
1733,1733,52018,Alexandria-Ref_GRE_003,Palestinian,0.02,Alexandria-Ref_GRE_003052018
1734,1734,52018,Andravida_GRE_004,Syrian,0.98,Andravida_GRE_004052018
1735,1735,52018,Andravida_GRE_004,Yemeni,0.0,Andravida_GRE_004052018
1736,1736,52018,Andravida_GRE_004,Iraqi,0.02,Andravida_GRE_004052018
1737,1737,52018,Andravida_GRE_004,Congolese,0.0,Andravida_GRE_004052018
1738,1738,52018,Andravida_GRE_004,Eritrean,0.0,Andravida_GRE_004052018
1739,1739,52018,Andravida_GRE_004,Iranian,0.0,Andravida_GRE_004052018
1740,1740,52018,Andravida_GRE_004,Pakistani,0.0,Andravida_GRE_004052018
1741,1741,52018,Andravida_GRE_004,Palestinian,0.0,Andravida_GRE_004052018
1742,1742,52018,Andravida_GRE_004,Afghan,0.0,Andravida_GRE_004052018
1743,1743,52018,Andravida_GRE_004,Stateless,0.0,Andravida_GRE_004052018
1744,1744,52018,Andravida_GRE_004,Somali,0.0,Andravida_GRE_004052018
1745,1745,52018,Andravida_GRE_004,Kuwaiti,0.0,Andravida_GRE_004052018
1746,1746,52018,Andravida_GRE_004,Moroccan,0.0,Andravida_GRE_004052018
1747,1747,52018,Andravida_GRE_004,Egyptian,0.0,Andravida_GRE_004052018
1748,1748,52018,Andravida_GRE_004,Algerian,0.0,Andravida_GRE_004052018
1749,1749,52018,Diavata_GRE_008,Syrian,0.42,Diavata_GRE_008052018
1750,1750,52018,Diavata_GRE_008,Yemeni,0.0,Diavata_GRE_008052018
1751,1751,52018,Diavata_GRE_008,Congolese,0.0,Diavata_GRE_008052018
1752,1752,52018,Diavata_GRE_008,Eritrean,0.0,Diavata_GRE_008052018
1753,1753,52018,Diavata_GRE_008,Iranian,0.11,Diavata_GRE_008052018
1754,1754,52018,Diavata_GRE_008,Pakistani,0.07,Diavata_GRE_008052018
1755,1755,52018,Diavata_GRE_008,Palestinian,0.07,Diavata_GRE_008052018
1756,1756,52018,Diavata_GRE_008,Afghan,0.33,Diavata_GRE_008052018
1757,1757,52018,Diavata_GRE_008,Stateless,0.0,Diavata_GRE_008052018
1758,1758,52018,Diavata_GRE_008,Somali,0.0,Diavata_GRE_008052018
1759,1759,52018,Diavata_GRE_008,Kuwaiti,0.0,Diavata_GRE_008052018
1760,1760,52018,Diavata_GRE_008,Moroccan,0.0,Diavata_GRE_008052018
1761,1761,52018,Diavata_GRE_008,Egyptian,0.0,Diavata_GRE_008052018
1762,1762,52018,Diavata_GRE_008,Algerian,0.0,Diavata_GRE_008052018
1763,1763,52018,XXDoliana_GRE_007,Syrian,0.7,XXDoliana_GRE_007052018
1764,1764,52018,XXDoliana_GRE_007,Yemeni,0.05,XXDoliana_GRE_007052018
1765,1765,52018,XXDoliana_GRE_007,Iraqi,0.16,XXDoliana_GRE_007052018
1766,1766,52018,XXDoliana_GRE_007,Congolese,0.0,XXDoliana_GRE_007052018
1767,1767,52018,XXDoliana_GRE_007,Eritrean,0.0,XXDoliana_GRE_007052018
1768,1768,52018,XXDoliana_GRE_007,Iranian,0.0,XXDoliana_GRE_007052018
1769,1769,52018,XXDoliana_GRE_007,Pakistani,0.0,XXDoliana_GRE_007052018
1770,1770,52018,XXDoliana_GRE_007,Palestinian,0.01,XXDoliana_GRE_007052018
1771,1771,52018,XXDoliana_GRE_007,Afghan,0.0,XXDoliana_GRE_007052018
1772,1772,52018,XXDoliana_GRE_007,Stateless,0.08,XXDoliana_GRE_007052018
1773,1773,52018,XXDoliana_GRE_007,Somali,0.0,XXDoliana_GRE_007052018
1774,1774,52018,XXDoliana_GRE_007,Kuwaiti,0.0,XXDoliana_GRE_007052018
1775,1775,52018,XXDoliana_GRE_007,Moroccan,0.0,XXDoliana_GRE_007052018
1776,1776,52018,XXDoliana_GRE_007,Egyptian,0.0,XXDoliana_GRE_007052018
1777,1777,52018,XXDoliana_GRE_007,Algerian,0.0,XXDoliana_GRE_007052018
1778,1778,52018,Drama_GRE_011,Syrian,0.5,Drama_GRE_011052018
1779,1779,52018,Drama_GRE_011,Yemeni,0.0,Drama_GRE_011052018
1780,1780,52018,Drama_GRE_011,Iraqi,0.39,Drama_GRE_011052018
1781,1781,52018,Drama_GRE_011,Congolese,0.0,Drama_GRE_011052018
1782,1782,52018,Drama_GRE_011,Eritrean,0.0,Drama_GRE_011052018
1783,1783,52018,Drama_GRE_011,Iranian,0.0,Drama_GRE_011052018
1784,1784,52018,Drama_GRE_011,Pakistani,0.0,Drama_GRE_011052018
1785,1785,52018,Drama_GRE_011,Palestinian,0.0,Drama_GRE_011052018
1786,1786,52018,Drama_GRE_011,Afghan,0.05,Drama_GRE_011052018
1787,1787,52018,Drama_GRE_011,Stateless,0.05,Drama_GRE_011052018
1788,1788,52018,Drama_GRE_011,Somali,0.0,Drama_GRE_011052018
